Is Daylight,Distance to Solar Noon,Average Temperature (Day),Average Wind Direction (Day),Sky Cover,Relative Humidity,Average Wind Speed (Period),Average Barometric Pressure (Period),Power Generated,day_of_year_sin,day_of_year_cos,hour_sin,hour_cos
1,0.167597765,66,29,0,73,3.0,29.95,22037,-0.9988797155850336,-0.0473213883224323,0.4999999999999999,-0.8660254037844387
1,0.083798883,66,29,1,56,6.0,29.9,26026,-0.9988797155850336,-0.0473213883224323,-0.2588190451025208,-0.9659258262890684
1,0.335195531,66,29,1,59,20.0,29.85,1728,-0.9988797155850336,-0.0473213883224323,-0.8660254037844385,-0.5000000000000004
1,0.586592179,66,29,0,73,15.0,29.89,0,-0.9988797155850336,-0.0473213883224323,-0.9659258262890684,0.2588190451025203
0,0.837988827,66,29,1,81,5.0,29.92,0,-0.9988797155850336,-0.0473213883224323,-0.5000000000000004,0.8660254037844384
0,0.925666199,61,30,1,90,13.0,29.92,0,-0.9995462806873572,-0.0301203048469083,0.2588190451025207,0.9659258262890684
0,0.673211781,61,30,1,93,8.0,29.91,0,-0.9995462806873572,-0.0301203048469083,0.8660254037844386,0.5000000000000001
1,0.420757363,61,30,1,93,8.0,29.94,2406,-0.9995462806873572,-0.0301203048469083,0.9659258262890684,-0.2588190451025206
1,0.168302945,61,30,1,65,9.0,29.94,22113,-0.9995462806873572,-0.0301203048469083,0.4999999999999999,-0.8660254037844387
1,0.084151473,61,30,1,63,20.0,29.9,26823,-0.9995462806873572,-0.0301203048469083,-0.2588190451025208,-0.9659258262890684
1,0.336605891,61,30,1,70,21.0,29.89,10798,-0.9995462806873572,-0.0301203048469083,-0.8660254037844385,-0.5000000000000004
1,0.589060309,61,30,1,87,11.0,29.93,0,-0.9995462806873572,-0.0301203048469083,-0.9659258262890684,0.2588190451025203
0,0.841514727,61,30,2,90,11.0,29.96,0,-0.9995462806873572,-0.0301203048469083,-0.5000000000000004,0.8660254037844384
0,0.928270042,62,28,4,90,8.0,29.97,0,-0.999916658654738,-0.0129102960750088,0.2588190451025207,0.9659258262890684
0,0.675105485,62,28,4,87,6.0,29.96,0,-0.999916658654738,-0.0129102960750088,0.8660254037844386,0.5000000000000001
1,0.421940928,62,28,4,87,6.0,29.96,373,-0.999916658654738,-0.0129102960750088,0.9659258262890684,-0.2588190451025206
1,0.168776371,62,28,3,75,5.0,29.98,13921,-0.999916658654738,-0.0129102960750088,0.4999999999999999,-0.8660254037844387
1,0.084388186,62,28,2,63,15.0,29.94,26393,-0.999916658654738,-0.0129102960750088,-0.2588190451025208,-0.9659258262890684
1,0.337552743,62,28,2,68,15.0,29.95,11093,-0.999916658654738,-0.0129102960750088,-0.8660254037844385,-0.5000000000000004
1,0.5907173,62,28,2,75,11.0,29.96,47,-0.999916658654738,-0.0129102960750088,-0.9659258262890684,0.2588190451025203
0,0.843881857,62,28,0,81,8.0,29.97,0,-0.999916658654738,-0.0129102960750088,-0.5000000000000004,0.8660254037844384
0,0.93079096,65,29,0,81,5.0,29.98,0,-0.99999073973619,0.0043035382962438,0.2588190451025207,0.9659258262890684
0,0.676553672,65,29,1,87,5.0,29.99,0,-0.99999073973619,0.0043035382962438,0.8660254037844386,0.5000000000000001
1,0.422316384,65,29,2,83,0.0,30.04,3110,-0.99999073973619,0.0043035382962438,0.9659258262890684,-0.2588190451025206
1,0.168079096,65,29,2,70,3.0,30.05,21023,-0.99999073973619,0.0043035382962438,0.4999999999999999,-0.8660254037844387
1,0.086158192,65,29,2,50,9.0,30.01,25702,-0.99999073973619,0.0043035382962438,-0.2588190451025208,-0.9659258262890684
1,0.34039548,65,29,2,53,18.0,29.97,10972,-0.99999073973619,0.0043035382962438,-0.8660254037844385,-0.5000000000000004
1,0.594632768,65,29,1,68,15.0,29.99,0,-0.99999073973619,0.0043035382962438,-0.9659258262890684,0.2588190451025203
0,0.848870056,65,29,1,67,0.0,30.01,0,-0.99999073973619,0.0043035382962438,-0.5000000000000004,0.8660254037844384
0,0.933427762,66,29,1,67,0.0,30.0,0,-0.9997685019798908,0.0215160974362222,0.2588190451025207,0.9659258262890684
0,0.678470255,66,29,1,78,5.0,29.99,0,-0.9997685019798908,0.0215160974362222,0.8660254037844386,0.5000000000000001
1,0.423512748,66,29,2,75,0.0,29.98,3715,-0.9997685019798908,0.0215160974362222,0.9659258262890684,-0.2588190451025206
1,0.168555241,66,29,3,71,3.0,29.98,18312,-0.9997685019798908,0.0215160974362222,0.4999999999999999,-0.8660254037844387
1,0.086402266,66,29,3,50,22.0,29.95,19583,-0.9997685019798908,0.0215160974362222,-0.2588190451025208,-0.9659258262890684
1,0.341359773,66,29,3,59,16.0,29.92,6135,-0.9997685019798908,0.0215160974362222,-0.8660254037844385,-0.5000000000000004
1,0.59631728,66,29,3,81,8.0,29.96,178,-0.9997685019798908,0.0215160974362222,-0.9659258262890684,0.2588190451025203
0,0.851274788,66,29,3,84,9.0,29.95,0,-0.9997685019798908,0.0215160974362222,-0.5000000000000004,0.8660254037844384
0,0.937411095,67,27,3,84,10.0,29.94,0,-0.9992500112396836,0.0387222808921739,0.2588190451025207,0.9659258262890684
0,0.681365576,67,27,4,87,6.0,29.92,0,-0.9992500112396836,0.0387222808921739,0.8660254037844386,0.5000000000000001
1,0.425320057,67,27,4,81,0.0,29.96,53,-0.9992500112396836,0.0387222808921739,0.9659258262890684,-0.2588190451025206
1,0.169274538,67,27,3,73,6.0,29.98,7496,-0.9992500112396836,0.0387222808921739,0.4999999999999999,-0.8660254037844387
1,0.086770982,67,27,3,62,17.0,29.97,19260,-0.9992500112396836,0.0387222808921739,-0.2588190451025208,-0.9659258262890684
1,0.342816501,67,27,3,76,9.0,29.92,4961,-0.9992500112396836,0.0387222808921739,-0.8660254037844385,-0.5000000000000004
1,0.59886202,67,27,3,87,13.0,29.91,0,-0.9992500112396836,0.0387222808921739,-0.9659258262890684,0.2588190451025203
0,0.854907539,67,27,2,90,16.0,29.92,0,-0.9992500112396836,0.0387222808921739,-0.5000000000000004,0.8660254037844384
0,0.940085592,65,19,4,90,7.0,29.91,0,-0.9984354211555644,0.055916990100603,0.2588190451025207,0.9659258262890684
0,0.683309558,65,19,3,87,8.0,29.86,0,-0.9984354211555644,0.055916990100603,0.8660254037844386,0.5000000000000001
1,0.426533524,65,19,3,84,5.0,29.87,1093,-0.9984354211555644,0.055916990100603,0.9659258262890684,-0.2588190451025206
1,0.169757489,65,19,3,73,3.0,29.87,11844,-0.9984354211555644,0.055916990100603,0.4999999999999999,-0.8660254037844387
1,0.087018545,65,19,3,63,0.0,29.83,11357,-0.9984354211555644,0.055916990100603,-0.2588190451025208,-0.9659258262890684
1,0.343794579,65,19,4,65,9.0,29.77,3375,-0.9984354211555644,0.055916990100603,-0.8660254037844385,-0.5000000000000004
1,0.600570613,65,19,4,70,14.0,29.76,0,-0.9984354211555644,0.055916990100603,-0.9659258262890684,0.2588190451025203
0,0.857346648,65,19,4,90,13.0,29.75,0,-0.9984354211555644,0.055916990100603,-0.5000000000000004,0.8660254037844384
0,0.941344778,64,26,4,93,15.0,29.73,0,-0.9973249731081556,0.0730951298980777,0.2588190451025207,0.9659258262890684
0,0.683834049,64,26,4,90,17.0,29.75,0,-0.9973249731081556,0.0730951298980777,0.8660254037844386,0.5000000000000001
1,0.426323319,64,26,4,90,8.0,29.79,1653,-0.9973249731081556,0.0730951298980777,0.9659258262890684,-0.2588190451025206
1,0.168812589,64,26,3,81,13.0,29.84,5957,-0.9973249731081556,0.0730951298980777,0.4999999999999999,-0.8660254037844387
1,0.08869814,64,26,2,66,16.0,29.86,21177,-0.9973249731081556,0.0730951298980777,-0.2588190451025208,-0.9659258262890684
1,0.34620887,64,26,2,70,15.0,29.88,9729,-0.9973249731081556,0.0730951298980777,-0.8660254037844385,-0.5000000000000004
1,0.603719599,64,26,1,81,14.0,29.91,0,-0.9973249731081556,0.0730951298980777,-0.9659258262890684,0.2588190451025203
0,0.861230329,64,26,2,84,18.0,29.95,0,-0.9973249731081556,0.0730951298980777,-0.5000000000000004,0.8660254037844384
0,0.944045911,65,28,1,81,15.0,29.96,0,-0.9959189961471792,0.0902516100310407,0.2588190451025207,0.9659258262890684
0,0.68579627,65,28,1,84,10.0,29.96,0,-0.9959189961471792,0.0902516100310407,0.8660254037844386,0.5000000000000001
1,0.427546628,65,28,2,81,8.0,29.99,2198,-0.9959189961471792,0.0902516100310407,0.9659258262890684,-0.2588190451025206
1,0.169296987,65,28,3,57,7.0,30.01,20493,-0.9959189961471792,0.0902516100310407,0.4999999999999999,-0.8660254037844387
1,0.088952654,65,28,3,55,15.0,30.0,18931,-0.9959189961471792,0.0902516100310407,-0.2588190451025208,-0.9659258262890684
1,0.347202296,65,28,3,61,11.0,29.99,11566,-0.9959189961471792,0.0902516100310407,-0.8660254037844385,-0.5000000000000004
1,0.605451937,65,28,1,81,15.0,30.01,0,-0.9959189961471792,0.0902516100310407,-0.9659258262890684,0.2588190451025203
0,0.863701578,65,28,2,87,14.0,30.03,0,-0.9959189961471792,0.0902516100310407,-0.5000000000000004,0.8660254037844384
0,0.948126801,66,28,4,93,7.0,30.04,0,-0.994217906893952,0.107381346664163,0.2588190451025207,0.9659258262890684
0,0.688760807,66,28,4,90,0.0,30.05,0,-0.994217906893952,0.107381346664163,0.8660254037844386,0.5000000000000001
1,0.429394813,66,28,4,84,5.0,30.07,532,-0.994217906893952,0.107381346664163,0.9659258262890684,-0.2588190451025206
1,0.170028818,66,28,1,73,5.0,30.1,22044,-0.994217906893952,0.107381346664163,0.4999999999999999,-0.8660254037844387
1,0.089337176,66,28,0,59,3.0,30.05,27732,-0.994217906893952,0.107381346664163,-0.2588190451025208,-0.9659258262890684
1,0.34870317,66,28,1,70,22.0,30.05,11398,-0.994217906893952,0.107381346664163,-0.8660254037844385,-0.5000000000000004
1,0.608069164,66,28,1,93,22.0,30.07,0,-0.994217906893952,0.107381346664163,-0.9659258262890684,0.2588190451025203
0,0.867435159,66,28,3,93,21.0,30.1,0,-0.994217906893952,0.107381346664163,-0.5000000000000004,0.8660254037844384
0,0.949421965,65,28,2,93,14.0,30.12,0,-0.9922222094179324,0.1244792638867886,0.2588190451025207,0.9659258262890684
0,0.689306358,65,28,1,96,7.0,30.12,0,-0.9922222094179324,0.1244792638867886,0.8660254037844386,0.5000000000000001
1,0.429190751,65,28,3,96,0.0,30.16,0,-0.9922222094179324,0.1244792638867886,0.9659258262890684,-0.2588190451025206
1,0.169075145,65,28,2,81,3.0,30.17,15458,-0.9922222094179324,0.1244792638867886,0.4999999999999999,-0.8660254037844387
1,0.091040462,65,28,0,71,3.0,30.11,27357,-0.9922222094179324,0.1244792638867886,-0.2588190451025208,-0.9659258262890684
1,0.351156069,65,28,0,55,22.0,30.07,10975,-0.9922222094179324,0.1244792638867886,-0.8660254037844385,-0.5000000000000004
1,0.611271676,65,28,0,73,16.0,30.06,0,-0.9922222094179324,0.1244792638867886,-0.9659258262890684,0.2588190451025203
0,0.871387283,65,28,0,81,11.0,30.05,0,-0.9922222094179324,0.1244792638867886,-0.5000000000000004,0.8660254037844384
0,0.953555878,66,27,0,84,7.0,30.03,0,-0.989932495087353,0.141540295217043,0.2588190451025207,0.9659258262890684
0,0.692307692,66,27,1,83,0.0,30.01,0,-0.989932495087353,0.141540295217043,0.8660254037844386,0.5000000000000001
1,0.431059507,66,27,0,90,3.0,30.02,3816,-0.989932495087353,0.141540295217043,0.9659258262890684,-0.2588190451025206
1,0.169811321,66,27,0,76,3.0,30.01,23843,-0.989932495087353,0.141540295217043,0.4999999999999999,-0.8660254037844387
1,0.091436865,66,27,0,55,24.0,29.95,27645,-0.989932495087353,0.141540295217043,-0.2588190451025208,-0.9659258262890684
1,0.352685051,66,27,1,61,25.0,29.92,11063,-0.989932495087353,0.141540295217043,-0.8660254037844385,-0.5000000000000004
1,0.613933237,66,27,0,72,9.0,29.9,0,-0.989932495087353,0.141540295217043,-0.9659258262890684,0.2588190451025203
0,0.875181422,66,27,0,78,23.0,29.91,0,-0.989932495087353,0.141540295217043,-0.5000000000000004,0.8660254037844384
0,0.956331878,62,27,0,83,15.0,29.91,0,-0.9873494423939864,0.1585593851031347,0.2588190451025207,0.9659258262890684
0,0.694323144,62,27,0,80,13.0,29.92,0,-0.9873494423939864,0.1585593851031347,0.8660254037844386,0.5000000000000001
1,0.43231441,62,27,1,75,9.0,29.96,3837,-0.9873494423939864,0.1585593851031347,0.9659258262890684,-0.2588190451025206
1,0.170305677,62,27,0,47,5.0,30.0,24973,-0.9873494423939864,0.1585593851031347,0.4999999999999999,-0.8660254037844387
1,0.091703057,62,27,0,36,16.0,29.97,28183,-0.9873494423939864,0.1585593851031347,-0.2588190451025208,-0.9659258262890684
1,0.35371179,62,27,0,50,26.0,29.94,10894,-0.9873494423939864,0.1585593851031347,-0.8660254037844385,-0.5000000000000004
1,0.615720524,62,27,0,67,20.0,29.95,0,-0.9873494423939864,0.1585593851031347,-0.9659258262890684,0.2588190451025203
0,0.877729258,62,27,0,67,11.0,29.97,0,-0.9873494423939864,0.1585593851031347,-0.5000000000000004,0.8660254037844384
0,0.959124088,57,29,0,69,16.0,29.98,0,-0.9844738167520924,0.1755314904214277,0.2588190451025207,0.9659258262890684
0,0.696350365,57,29,0,69,11.0,29.98,0,-0.9844738167520924,0.1755314904214277,0.8660254037844386,0.5000000000000001
1,0.433576642,57,29,1,59,13.0,29.99,3755,-0.9844738167520924,0.1755314904214277,0.9659258262890684,-0.2588190451025206
1,0.17080292,57,29,1,42,17.0,30.0,25334,-0.9844738167520924,0.1755314904214277,0.4999999999999999,-0.8660254037844387
1,0.091970803,57,29,1,46,26.0,29.94,29016,-0.9844738167520924,0.1755314904214277,-0.2588190451025208,-0.9659258262890684
1,0.354744526,57,29,2,46,29.0,29.91,10179,-0.9844738167520924,0.1755314904214277,-0.8660254037844385,-0.5000000000000004
1,0.617518248,57,29,0,64,18.0,29.92,0,-0.9844738167520924,0.1755314904214277,-0.9659258262890684,0.2588190451025203
0,0.880291971,57,29,0,46,13.0,29.93,0,-0.9844738167520924,0.1755314904214277,-0.5000000000000004,0.8660254037844384
0,0.961876833,61,31,0,32,14.0,29.92,0,-0.9813064702716092,0.1924515819708299,0.2588190451025207,0.9659258262890684
0,0.697947214,61,31,0,36,14.0,29.93,0,-0.9813064702716092,0.1924515819708299,0.8660254037844386,0.5000000000000001
1,0.434017595,61,31,0,34,10.0,29.97,0,-0.9813064702716092,0.1924515819708299,0.9659258262890684,-0.2588190451025206
1,0.170087977,61,31,0,34,20.0,29.98,0,-0.9813064702716092,0.1924515819708299,0.4999999999999999,-0.8660254037844387
1,0.093841642,61,31,1,28,20.0,29.96,0,-0.9813064702716092,0.1924515819708299,-0.2588190451025208,-0.9659258262890684
1,0.357771261,61,31,0,35,21.0,29.95,0,-0.9813064702716092,0.1924515819708299,-0.8660254037844385,-0.5000000000000004
1,0.62170088,61,31,0,42,10.0,30.0,0,-0.9813064702716092,0.1924515819708299,-0.9659258262890684,0.2588190451025203
0,0.885630499,61,31,0,25,9.0,30.04,0,-0.9813064702716092,0.1924515819708299,-0.5000000000000004,0.8660254037844384
0,0.964705882,63,32,0,39,15.0,30.09,0,-0.9778483415056568,0.2093146459630488,0.2588190451025207,0.9659258262890684
0,0.7,63,32,0,41,13.0,30.1,0,-0.9778483415056568,0.2093146459630488,0.8660254037844386,0.5000000000000001
1,0.435294118,63,32,0,34,9.0,30.15,0,-0.9778483415056568,0.2093146459630488,0.9659258262890684,-0.2588190451025206
1,0.170588235,63,32,0,29,20.0,30.17,0,-0.9778483415056568,0.2093146459630488,0.4999999999999999,-0.8660254037844387
1,0.094117647,63,32,0,25,14.0,30.15,0,-0.9778483415056568,0.2093146459630488,-0.2588190451025208,-0.9659258262890684
1,0.358823529,63,32,0,29,17.0,30.13,10727,-0.9778483415056568,0.2093146459630488,-0.8660254037844385,-0.5000000000000004
1,0.623529412,63,32,0,46,11.0,30.16,0,-0.9778483415056568,0.2093146459630488,-0.9659258262890684,0.2588190451025203
0,0.888235294,63,32,1,27,7.0,30.19,0,-0.9778483415056568,0.2093146459630488,-0.5000000000000004,0.8660254037844384
0,0.968980798,64,28,1,21,0.0,30.21,0,-0.9741004551724206,0.226115685508288,0.2588190451025207,0.9659258262890684
0,0.70310192,64,28,0,49,5.0,30.22,0,-0.9741004551724206,0.226115685508288,0.8660254037844386,0.5000000000000001
1,0.437223043,64,28,0,49,0.0,30.26,3687,-0.9741004551724206,0.226115685508288,0.9659258262890684,-0.2588190451025206
1,0.171344165,64,28,0,21,0.0,30.27,23961,-0.9741004551724206,0.226115685508288,0.4999999999999999,-0.8660254037844387
1,0.094534712,64,28,0,14,5.0,30.22,27438,-0.9741004551724206,0.226115685508288,-0.2588190451025208,-0.9659258262890684
1,0.360413589,64,28,0,18,18.0,30.19,10116,-0.9741004551724206,0.226115685508288,-0.8660254037844385,-0.5000000000000004
1,0.626292467,64,28,0,26,13.0,30.2,0,-0.9741004551724206,0.226115685508288,-0.9659258262890684,0.2588190451025203
0,0.892171344,64,28,0,62,7.0,30.2,0,-0.9741004551724206,0.226115685508288,-0.5000000000000004,0.8660254037844384
0,0.971851852,65,29,0,75,0.0,30.18,0,-0.970063921851507,0.2428497220959358,0.2588190451025207,0.9659258262890684
0,0.705185185,65,29,0,61,3.0,30.16,0,-0.970063921851507,0.2428497220959358,0.8660254037844386,0.5000000000000001
1,0.438518519,65,29,0,75,0.0,30.18,3473,-0.970063921851507,0.2428497220959358,0.9659258262890684,-0.2588190451025206
1,0.171851852,65,29,0,63,5.0,30.18,22832,-0.970063921851507,0.2428497220959358,0.4999999999999999,-0.8660254037844387
1,0.094814815,65,29,0,36,0.0,30.1,26285,-0.970063921851507,0.2428497220959358,-0.2588190451025208,-0.9659258262890684
1,0.361481481,65,29,1,31,14.0,30.05,9756,-0.970063921851507,0.2428497220959358,-0.8660254037844385,-0.5000000000000004
1,0.628148148,65,29,0,40,14.0,30.03,0,-0.970063921851507,0.2428497220959358,-0.9659258262890684,0.2588190451025203
0,0.894814815,65,29,0,72,9.0,30.04,0,-0.970063921851507,0.2428497220959358,-0.5000000000000004,0.8660254037844384
0,0.974702381,68,29,0,75,7.0,30.04,0,-0.965739937654855,0.2595117970697994,0.2588190451025207,0.9659258262890684
0,0.706845238,68,29,0,66,3.0,30.04,0,-0.965739937654855,0.2595117970697994,0.8660254037844386,0.5000000000000001
1,0.438988095,68,29,0,80,3.0,30.06,3359,-0.965739937654855,0.2595117970697994,0.9659258262890684,-0.2588190451025206
1,0.171130952,68,29,0,65,6.0,30.08,7478,-0.965739937654855,0.2595117970697994,0.4999999999999999,-0.8660254037844387
1,0.09672619,68,29,1,40,0.0,30.03,21210,-0.965739937654855,0.2595117970697994,-0.2588190451025208,-0.9659258262890684
1,0.364583333,68,29,1,34,18.0,30.0,9209,-0.965739937654855,0.2595117970697994,-0.8660254037844385,-0.5000000000000004
1,0.632440476,68,29,1,58,11.0,30.01,0,-0.965739937654855,0.2595117970697994,-0.9659258262890684,0.2588190451025203
0,0.900297619,68,29,0,70,7.0,30.03,0,-0.965739937654855,0.2595117970697994,-0.5000000000000004,0.8660254037844384
0,0.97761194,69,29,0,67,3.0,30.03,0,-0.9611297838723007,0.2760969730974688,0.2588190451025207,0.9659258262890684
0,0.708955224,69,29,0,64,3.0,30.03,0,-0.9611297838723007,0.2760969730974688,0.8660254037844386,0.5000000000000001
1,0.440298507,69,29,1,72,0.0,30.06,3225,-0.9611297838723007,0.2760969730974688,0.9659258262890684,-0.2588190451025206
1,0.171641791,69,29,0,70,3.0,30.08,21798,-0.9611297838723007,0.2760969730974688,0.4999999999999999,-0.8660254037844387
1,0.097014925,69,29,0,54,0.0,30.03,15159,-0.9611297838723007,0.2760969730974688,-0.2588190451025208,-0.9659258262890684
1,0.365671642,69,29,0,24,15.0,30.0,9169,-0.9611297838723007,0.2760969730974688,-0.8660254037844385,-0.5000000000000004
1,0.634328358,69,29,0,28,14.0,30.01,0,-0.9611297838723007,0.2760969730974688,-0.9659258262890684,0.2588190451025203
0,0.902985075,69,29,0,42,0.0,30.03,0,-0.9611297838723007,0.2760969730974688,-0.5000000000000004,0.8660254037844384
0,0.980538922,70,31,0,52,0.0,30.03,0,-0.9562348265919058,0.2926003356333479,0.2588190451025207,0.9659258262890684
0,0.711077844,70,31,1,69,0.0,30.03,0,-0.9562348265919058,0.2926003356333479,0.8660254037844386,0.5000000000000001
1,0.441616766,70,31,2,81,0.0,30.05,2718,-0.9562348265919058,0.2926003356333479,0.9659258262890684,-0.2588190451025206
1,0.172155689,70,31,3,66,3.0,30.06,20460,-0.9562348265919058,0.2926003356333479,0.4999999999999999,-0.8660254037844387
1,0.097305389,70,31,1,61,5.0,30.0,24427,-0.9562348265919058,0.2926003356333479,-0.2588190451025208,-0.9659258262890684
1,0.366766467,70,31,1,24,11.0,29.96,8399,-0.9562348265919058,0.2926003356333479,-0.8660254037844385,-0.5000000000000004
1,0.636227545,70,31,0,35,9.0,29.97,0,-0.9562348265919058,0.2926003356333479,-0.9659258262890684,0.2588190451025203
0,0.905688623,70,31,0,48,3.0,29.99,0,-0.9562348265919058,0.2926003356333479,-0.5000000000000004,0.8660254037844384
0,0.984962406,59,29,1,62,10.0,29.99,0,-0.9510565162951536,0.3090169943749472,0.2588190451025207,0.9659258262890684
0,0.714285714,59,29,2,75,5.0,30.0,0,-0.9510565162951536,0.3090169943749472,0.8660254037844386,0.5000000000000001
1,0.443609023,59,29,2,90,10.0,30.02,542,-0.9510565162951536,0.3090169943749472,0.9659258262890684,-0.2588190451025206
